A,MOBILE,00:07:29,3.95,$2.25,3177206,CHADEMO,RFID,78,1536239544,1536239993
A,MOBILE,00:20:59,11.69,$6.66,3177213,CHADEMO,RFID,79,1536240149,1536241408
A,MOBILE,00:55:40,23.23,$13.24,3177246,CHADEMO,CREDITCARD,80,1536242542,1536245882
A,MOBILE,00:41:53,7.86,$4.48,3177274,CHADEMO,CREDITCARD,81,1536246015,1536248528
A,MOBILE,00:31:17,20.96,$11.32,3177334,CHADEMO,CREDITCARD,82,1536257213,1536259090
A,MOBILE,01:21:46,52.38,$28.29,3177419,CHADEMO,CREDITCARD,83,1536270194,1536275100
A,MOBILE,00:50:57,19.66,$10.62,3177847,CHADEMO,RFID,84,1536284288,1536287345
A,MOBILE,00:31:17,9.19,$4.96,3177926,CHADEMO,RFID,85,1536287722,1536289599
A,MOBILE,00:15:20,6.23,$3.05,3178070,CHADEMO,RFID,86,1536292908,1536293828
A,MOBILE,00:01:02,0,$0.0,3178098,DCCOMBOTYP1,RFID,87,1536294074,1536294136
A,MOBILE,01:32:06,46.14,$22.61,3178107,DCCOMBOTYP1,RFID,88,1536294270,1536299796
A,MOBILE,00:11:23,6.99,$3.43,3178337,CHADEMO,CREDITCARD,89,1536302700,1536303383
A,MOBILE,01:09:34,41.75,$20.46,3178357,CHADEMO,CREDITCARD,90,1536303541,1536307715
A,MOBILE,00:22:58,7.77,$3.8,3178512,CHADEMO,RFID,91,1536309497,1536310875
A,MOBILE,00:31:35,19.06,$9.34,3178636,CHADEMO,CREDITCARD,92,1536315174,1536317069
A,MOBILE,00:30:25,15.39,$7.54,3178665,CHADEMO,CREDITCARD,93,1536317178,1536319003
A,MOBILE,00:56:00,32.08,$15.72,3178708,CHADEMO,CREDITCARD,94,1536319574,1536322934
A,MOBILE,01:07:06,43.8,$24.97,3178777,CHADEMO,CREDITCARD,95,1536323305,1536327331
A,MOBILE,00:20:54,11.38,$6.49,3178882,CHADEMO,CREDITCARD,96,1536332065,1536333319
A,MOBILE,00:31:18,12.31,$6.65,3178942,CHADEMO,RFID,97,1536340862,1536342740
A,MOBILE,00:14:19,4.55,$2.46,3178955,CHADEMO,CREDITCARD,98,1536342947,1536343806
A,MOBILE,00:31:17,10.71,$5.78,3178965,CHADEMO,RFID,99,1536345027,1536346904
A,MOBILE,00:19:34,7.92,$4.28,3179186,CHADEMO,RFID,100,1536372736,1536373910
A,MOBILE,00:31:16,15.56,$7.62,3179343,CHADEMO,CREDITCARD,101,1536381108,1536382984
A,MOBILE,00:14:14,6.96,$3.41,3179411,CHADEMO,CREDITCARD,102,1536384099,1536384953
A,DEVICE,00:18:30,8.07,$3.95,3179540,CHADEMO,CREDITCARD,103,1536391057,1536392167
A,MOBILE,00:08:48,3.71,$1.82,3179571,CHADEMO,RFID,104,1536392381,1536392909
A,DEVICE,00:31:16,12.45,$6.1,3179584,CHADEMO,CREDITCARD,105,1536393154,1536395030
A,DEVICE,00:19:07,10.48,$5.14,3179616,CHADEMO,CREDITCARD,106,1536395186,1536396333
A,DEVICE,01:07:13,42.26,$20.7,3179654,CHADEMO,CREDITCARD,107,1536397081,1536401114
A,DEVICE,00:05:59,4.4,$2.16,3179783,CHADEMO,CREDITCARD,108,1536405447,1536405806
A,MOBILE,01:29:11,62.94,$30.84,3179807,CHADEMO,CREDITCARD,109,1536407233,1536412584
A,DEVICE,00:00:11,0,$0.0,3179889,CHADEMO,CREDITCARD,110,1536412636,1536412647
A,DEVICE,00:21:04,10.73,$6.12,3179890,CHADEMO,CREDITCARD,111,1536412700,1536413964
A,DEVICE,00:31:17,18.1,$10.32,3179920,CHADEMO,CREDITCARD,112,1536416353,1536418230
A,MOBILE,01:06:15,42.95,$24.48,3179947,DCCOMBOTYP1,RFID,113,1536420376,1536424351
A,MOBILE,00:53:07,32.56,$18.56,3179980,CHADEMO,RFID,114,1536424559,1536427746
A,DEVICE,00:31:16,7.56,$4.08,3179996,CHADEMO,CREDITCARD,115,1536428164,1536430040
A,MOBILE,00:14:53,4.38,$2.37,3180195,CHADEMO,RFID,116,1536457226,1536458119
A,MOBILE,00:00:08,0,$0.0,3180208,CHADEMO,CREDITCARD,117,1536458213,1536458221
A,MOBILE,00:18:57,9.64,$5.21,3180209,CHADEMO,CREDITCARD,118,1536458256,1536459393
A,MOBILE,00:28:53,9.06,$4.89,3180240,CHADEMO,RFID,119,1536459833,1536461566
A,DEVICE,01:24:44,58.21,$28.52,3180336,CHADEMO,CREDITCARD,120,1536465983,1536471067
A,MOBILE,00:46:15,13.47,$6.6,3180457,DCCOMBOTYP1,CREDITCARD,121,1536472083,1536474858
A,MOBILE,00:26:57,9.19,$4.5,3180618,DCCOMBOTYP1,CREDITCARD,122,1536479882,1536481499
A,MOBILE,00:38:05,14.01,$6.86,3180657,DCCOMBOTYP1,CREDITCARD,123,1536481558,1536483843
A,DEVICE,00:27:21,10.77,$5.28,3180744,CHADEMO,CREDITCARD,124,1536487128,1536488769
A,MOBILE,00:21:17,9.57,$4.69,3180805,CHADEMO,RFID,125,1536491501,1536492778
A,MOBILE,00:00:07,0,$0.0,3180836,CHADEMO,RFID,126,1536493395,1536493402
A,WEB,00:00:10,0,$0.0,3180839,CHADEMO,CREDITCARD,127,1536493610,1536493620
A,MOBILE,00:00:08,0,$0.0,3180841,CHADEMO,RFID,128,1536493686,1536493694
A,MOBILE,00:17:42,10.38,$5.09,3180844,CHADEMO,RFID,129,1536493940,1536495002
A,MOBILE,00:31:16,12.07,$6.88,3180891,CHADEMO,RFID,130,1536497966,1536499842
A,DEVICE,00:31:17,12.11,$6.9,3180914,CHADEMO,CREDITCARD,131,1536500387,1536502264
A,MOBILE,00:00:07,0,$0.0,3180938,CHADEMO,CREDITCARD,132,1536503236,1536503243
A,MOBILE,00:12:05,8.55,$4.87,3180939,CHADEMO,CREDITCARD,133,1536503300,1536504025
A,DEVICE,00:09:12,6.89,$3.93,3180970,CHADEMO,CREDITCARD,134,1536508132,1536508684
A,MOBILE,00:26:00,8.85,$4.78,3181443,CHADEMO,RFID,135,1536540986,1536542546
A,DEVICE,00:12:46,6.69,$3.61,3181556,CHADEMO,CREDITCARD,136,1536544612,1536545378
A,MOBILE,00:31:17,10.48,$5.66,3181611,CHADEMO,CREDITCARD,137,1536547082,1536548959
A,DEVICE,00:00:01,0,$0.0,3181743,DCCOMBOTYP1,CREDITCARD,138,1536553445,1536553446
A,DEVICE,00:00:00,0,$0.0,3181744,DCCOMBOTYP1,CREDITCARD,139,1536553486,1536553486
A,MOBILE,00:00:07,0,$0.0,3181888,CHADEMO,RFID,140,1536558505,1536558512
A,MOBILE,00:00:07,0,$0.0,3181889,CHADEMO,RFID,141,1536558543,1536558550
A,MOBILE,00:23:51,9.44,$4.63,3181894,CHADEMO,RFID,142,1536558586,1536560017
A,DEVICE,00:00:24,0,$0.0,3182030,CHADEMO,CREDITCARD,143,1536563987,1536564011
A,DEVICE,00:00:17,0,$0.0,3182032,CHADEMO,CREDITCARD,144,1536564089,1536564106
A,DEVICE,00:08:16,5.54,$2.71,3182034,CHADEMO,CREDITCARD,145,1536564154,1536564650
A,MOBILE,00:26:06,6.71,$3.29,3182108,CHADEMO,RFID,146,1536567399,1536568965
A,DEVICE,00:57:54,35.65,$17.47,3182234,CHADEMO,CREDITCARD,147,1536573966,1536577440
A,MOBILE,00:19:44,7.96,$3.9,3182298,CHADEMO,RFID,148,1536577593,1536578777
A,MOBILE,01:00:19,39.9,$19.55,3182338,CHADEMO,CREDITCARD,149,1536579459,1536583078
A,MOBILE,00:11:31,5.08,$2.9,3182473,CHADEMO,RFID,150,1536591182,1536591873
A,MOBILE,00:00:18,0,$0.0,3182491,CHADEMO,RFID,151,1536592837,1536592855
A,MOBILE,00:44:13,27.93,$15.92,3182493,CHADEMO,RFID,152,1536592995,1536595648
A,MOBILE,00:51:14,34.26,$19.53,3182504,CHADEMO,RFID,153,1536596166,1536599240
A,MOBILE,00:50:33,31.44,$16.98,3182577,DCCOMBOTYP1,RFID,154,1536612615,1536615648
A,MOBILE,00:13:54,3.75,$2.03,3182871,CHADEMO,RFID,155,1536624477,1536625311
A,MOBILE,00:11:43,8.38,$4.53,3182980,CHADEMO,CREDITCARD,156,1536626958,1536627661
A,MOBILE,00:00:07,0,$0.0,3183095,CHADEMO,RFID,157,1536630640,1536630647
A,MOBILE,00:00:07,0,$0.0,3183098,CHADEMO,RFID,158,1536630725,1536630732
A,WEB,00:26:05,16.59,$8.96,3183110,CHADEMO,RFID,159,1536631146,1536632711
A,MOBILE,01:05:04,18.03,$9.74,3183183,CHADEMO,RFID,160,1536634499,1536638403
A,MOBILE,01:06:08,50.16,$24.58,3183328,CHADEMO,CREDITCARD,161,1536640389,1536644357
A,MOBILE,00:00:07,0,$0.0,3183496,CHADEMO,RFID,162,1536645509,1536645516
A,MOBILE,00:00:07,0,$0.0,3183497,CHADEMO,RFID,163,1536645541,1536645548
A,MOBILE,00:30:20,14.66,$7.18,3183499,CHADEMO,RFID,164,1536645579,1536647399
A,DEVICE,00:06:11,4.26,$2.09,3183575,CHADEMO,CREDITCARD,165,1536649597,1536649968
A,DEVICE,00:31:17,12.47,$6.11,3183627,CHADEMO,RFID,166,1536651210,1536653087
A,MOBILE,01:07:26,44.74,$21.92,3183704,CHADEMO,CREDITCARD,167,1536653808,1536657854
A,DEVICE,01:47:00,14.22,$6.97,3183943,DCCOMBOTYP1,RFID,168,1536662331,1536668751
A,MOBILE,00:00:07,0,$0.0,3184140,CHADEMO,RFID,169,1536671530,1536671537
A,WEB,00:00:07,0,$0.0,3184148,CHADEMO,RFID,170,1536671690,1536671697
A,MOBILE,00:30:28,14.03,$8.0,3184154,CHADEMO,RFID,171,1536671983,1536673811
A,DEVICE,00:31:17,18.84,$10.74,3184206,CHADEMO,RFID,172,1536674640,1536676517
A,MOBILE,00:27:01,13.36,$7.62,3184260,CHADEMO,CREDITCARD,173,1536677749,1536679370
A,DEVICE,00:31:17,7.5,$4.05,3184344,CHADEMO,CREDITCARD,174,1536686324,1536688201
A,MOBILE,00:11:44,4.17,$2.25,3185024,CHADEMO,RFID,175,1536720642,1536721346
A,MOBILE,01:06:39,18.18,$9.82,3185089,CHADEMO,CREDITCARD,176,1536723126,1536727125
A,DEVICE,00:09:08,5.98,$2.93,3185335,CHADEMO,CREDITCARD,177,1536731702,1536732250
A,MOBILE,00:17:29,6.68,$3.27,3185442,DCCOMBOTYP1,RFID,178,1536735592,1536736641
A,MOBILE,00:31:17,10.02,$4.91,3185525,CHADEMO,RFID,179,1536739246,1536741123
A,MOBILE,00:23:38,9.81,$4.81,3185794,CHADEMO,RFID,180,1536752446,1536753864
A,DEVICE,00:29:59,12.06,$6.87,3185918,CHADEMO,CREDITCARD,181,1536760661,1536762460
A,MOBILE,00:33:17,8.88,$4.8,3186625,CHADEMO,RFID,182,1536806782,1536808779
A,MOBILE,00:38:20,22.02,$10.79,3186968,CHADEMO,CREDITCARD,183,1536817320,1536819620
A,MOBILE,00:31:17,12.36,$6.06,3187066,CHADEMO,CREDITCARD,184,1536820426,1536822303
A,DEVICE,00:21:15,3.71,$1.82,3187110,CHADEMO,CREDITCARD,185,1536822558,1536823833
A,DEVICE,00:33:32,11.78,$5.77,3187147,CHADEMO,CREDITCARD,186,1536823962,1536825974
A,DEVICE,00:10:34,5.26,$2.58,3187188,CHADEMO,CREDITCARD,187,1536826226,1536826860
A,DEVICE,00:17:36,12.13,$5.94,3187202,CHADEMO,CREDITCARD,188,1536826959,1536828015
A,DEVICE,00:13:37,9.78,$4.79,3187229,DCCOMBOTYP1,CREDITCARD,189,1536828427,1536829244
A,DEVICE,00:00:10,0,$0.0,3187255,CHADEMO,CREDITCARD,190,1536829447,1536829457
A,DEVICE,01:09:01,30.5,$14.95,3187256,DCCOMBOTYP1,CREDITCARD,191,1536829490,1536833631
A,DEVICE,00:22:25,16.5,$8.09,3187336,CHADEMO,RFID,192,1536833791,1536835136
A,DEVICE,00:31:16,9.7,$4.75,3187403,CHADEMO,CREDITCARD,193,1536837173,1536839049
A,MOBILE,00:00:18,0,$0.0,3187465,CHADEMO,CREDITCARD,194,1536840257,1536840275
A,MOBILE,00:00:18,0,$0.0,3187468,CHADEMO,CREDITCARD,195,1536840314,1536840332
A,MOBILE,00:08:14,5.34,$3.04,3187471,CHADEMO,CREDITCARD,196,1536840357,1536840851
A,MOBILE,01:07:48,42.98,$24.5,3187511,DCCOMBOTYP1,RFID,197,1536843443,1536847511
A,MOBILE,00:31:17,9.16,$5.22,3187570,CHADEMO,RFID,198,1536849392,1536851269
A,MOBILE,00:47:53,31.45,$17.93,3187584,CHADEMO,CREDITCARD,199,1536851476,1536854349
A,MOBILE,00:29:30,6.86,$3.91,3187605,CHADEMO,RFID,200,1536854529,1536856299
A,MOBILE,02:25:22,62.92,$35.86,3187616,CHADEMO,CREDITCARD,201,1536857241,1536865963
A,MOBILE,00:31:17,8.88,$4.8,3188189,CHADEMO,CREDITCARD,202,1536890064,1536891941
A,MOBILE,00:53:50,32.13,$17.35,3188275,CHADEMO,RFID,203,1536892812,1536896042
A,DEVICE,00:13:08,5.86,$2.87,3188406,CHADEMO,CREDITCARD,204,1536897773,1536898561
A,MOBILE,00:17:20,9.66,$4.73,3188470,CHADEMO,CREDITCARD,205,1536899974,1536901014
A,DEVICE,00:31:18,9.09,$4.45,3188608,CHADEMO,RFID,206,1536903480,1536905358
A,DEVICE,00:15:31,8.06,$3.95,3188698,CHADEMO,CREDITCARD,207,1536906770,1536907701
A,MOBILE,00:57:21,34.34,$16.83,3188758,CHADEMO,CREDITCARD,208,1536908808,1536912249
A,MOBILE,00:00:02,0,$0.0,3188835,DCCOMBOTYP1,RFID,209,1536912623,1536912625
A,MOBILE,01:07:15,12.66,$6.2,3188836,DCCOMBOTYP1,RFID,210,1536912700,1536916735
A,DEVICE,00:17:03,12.53,$6.14,3188955,CHADEMO,CREDITCARD,211,1536917829,1536918852
A,MOBILE,00:31:16,13.12,$6.43,3188982,CHADEMO,CREDITCARD,212,1536919300,1536921176
A,DEVICE,00:25:23,14.32,$7.02,3189023,CHADEMO,CREDITCARD,213,1536921440,1536922963
A,DEVICE,00:29:44,11.29,$5.53,3189059,CHADEMO,CREDITCARD,214,1536923646,1536925430
A,MOBILE,00:44:58,9.32,$4.57,3189109,CHADEMO,CREDITCARD,215,1536926379,1536929077
A,DEVICE,00:31:17,20.36,$11.61,3189149,CHADEMO,CREDITCARD,216,1536929476,1536931353
A,DEVICE,00:31:23,4.18,$2.38,3189219,CHADEMO,CREDITCARD,217,1536934940,1536936823
A,DEVICE,00:26:27,12.32,$7.02,3189244,CHADEMO,CREDITCARD,218,1536937702,1536939289
A,DEVICE,00:29:39,17.11,$9.75,3189262,CHADEMO,CREDITCARD,219,1536940073,1536941852
A,MOBILE,00:13:40,6.68,$3.81,3189274,CHADEMO,CREDITCARD,220,1536942549,1536943369
A,MOBILE,01:10:58,51.91,$29.59,3189280,CHADEMO,CREDITCARD,221,1536943549,1536947807
A,MOBILE,00:14:30,8.76,$4.73,3189328,CHADEMO,CREDITCARD,222,1536960060,1536960930
A,MOBILE,01:30:33,56.99,$30.77,3189355,CHADEMO,CREDITCARD,223,1536965523,1536970956
A,MOBILE,01:01:01,19.77,$10.68,3189474,CHADEMO,RFID,224,1536975183,1536978844
A,DEVICE,00:28:46,11.7,$6.32,3189564,CHADEMO,CREDITCARD,225,1536980112,1536981838
A,DEVICE,00:23:17,8.59,$4.64,3189598,CHADEMO,RFID,226,1536982258,1536983655
A,DEVICE,00:20:46,9.76,$4.78,3189659,CHADEMO,CREDITCARD,227,1536985604,1536986850
A,MOBILE,00:00:08,0,$0.0,3189767,CHADEMO,CREDITCARD,228,1536990048,1536990056
A,MOBILE,00:00:07,0,$0.0,3189768,CHADEMO,CREDITCARD,229,1536990094,1536990101
A,MOBILE,00:31:18,21.43,$10.5,3189770,CHADEMO,CREDITCARD,230,1536990175,1536992053
A,MOBILE,00:35:27,7.75,$3.8,3189958,CHADEMO,CREDITCARD,231,1537000117,1537002244
A,MOBILE,00:25:49,16.76,$8.21,3190002,CHADEMO,CREDITCARD,232,1537002621,1537004170
A,DEVICE,00:31:17,4.81,$2.36,3190050,CHADEMO,CREDITCARD,233,1537005149,1537007026
A,MOBILE,00:51:40,33.96,$16.64,3190087,CHADEMO,CREDITCARD,234,1537007471,1537010571
A,MOBILE,00:25:24,10.59,$5.19,3190140,CHADEMO,CREDITCARD,235,1537010661,1537012185
A,DEVICE,00:31:17,11.56,$6.59,3190204,CHADEMO,RFID,236,1537015775,1537017652
A,DEVICE,00:31:17,4.62,$2.63,3190271,CHADEMO,CREDITCARD,237,1537023176,1537025053
A,DEVICE,00:20:44,9.71,$5.53,3190287,CHADEMO,CREDITCARD,238,1537025306,1537026550
A,DEVICE,00:27:52,10.37,$5.6,3190335,CHADEMO,CREDITCARD,239,1537036346,1537038018
A,DEVICE,00:31:17,15.43,$8.33,3190485,CHADEMO,CREDITCARD,240,1537063723,1537065600
A,MOBILE,00:19:19,11.18,$5.48,3190597,CHADEMO,CREDITCARD,241,1537071106,1537072265
A,MOBILE,00:31:17,21.12,$10.35,3190636,CHADEMO,CREDITCARD,242,1537073122,1537074999
A,DEVICE,00:12:48,6.07,$2.97,3190690,CHADEMO,CREDITCARD,243,1537075807,1537076575
A,DEVICE,00:21:33,11.78,$5.77,3190716,CHADEMO,CREDITCARD,244,1537077216,1537078509
A,MOBILE,00:00:07,0,$0.0,3190746,CHADEMO,CREDITCARD,245,1537078780,1537078787
A,MOBILE,00:00:07,0,$0.0,3190751,CHADEMO,CREDITCARD,246,1537079209,1537079216
A,MOBILE,01:13:56,37.19,$18.22,3190772,CHADEMO,CREDITCARD,247,1537080379,1537084815
A,DEVICE,00:10:00,6.89,$3.38,3190858,CHADEMO,RFID,248,1537084866,1537085466
A,MOBILE,00:30:32,16.39,$8.03,3190898,CHADEMO,CREDITCARD,249,1537086445,1537088277
A,MOBILE,00:16:20,9.36,$4.59,3191001,CHADEMO,RFID,250,1537093421,1537094401
A,DEVICE,00:00:03,0,$0.0,3191034,CHADEMO,CREDITCARD,251,1537094944,1537094947
A,DEVICE,00:00:18,0,$0.0,3191036,CHADEMO,CREDITCARD,252,1537094989,1537095007
A,DEVICE,00:00:17,0,$0.0,3191038,CHADEMO,CREDITCARD,253,1537095063,1537095080
A,DEVICE,00:26:31,8.76,$4.29,3191039,CHADEMO,CREDITCARD,254,1537095120,1537096711
A,MOBILE,01:08:12,44.79,$21.95,3191076,CHADEMO,CREDITCARD,255,1537097413,1537101505
A,DEVICE,00:17:22,8.55,$4.87,3191305,CHADEMO,CREDITCARD,256,1537106875,1537107917
A,MOBILE,00:34:56,11.23,$6.4,3191339,DCCOMBOTYP1,CREDITCARD,257,1537111601,1537113697
A,DEVICE,01:18:56,41.8,$23.83,3191352,DCCOMBOTYP1,CREDITCARD,258,1537113978,1537118714
A,MOBILE,01:24:57,53.58,$28.93,3191415,CHADEMO,CREDITCARD,259,1537128521,1537133618
A,MOBILE,00:24:56,18.23,$9.84,3192113,DCCOMBOTYP1,RFID,260,1537156281,1537157777
A,DEVICE,01:35:06,62.03,$30.39,3192214,CHADEMO,CREDITCARD,261,1537160246,1537165952
A,DEVICE,00:12:01,6.81,$3.34,3192402,CHADEMO,CREDITCARD,262,1537166496,1537167217
A,MOBILE,00:35:42,23.16,$11.35,3192443,CHADEMO,CREDITCARD,263,1537168162,1537170304
A,MOBILE,00:30:18,5.05,$2.47,3192689,CHADEMO,RFID,264,1537180448,1537182266
A,MOBILE,00:31:17,14.12,$6.92,3192722,CHADEMO,CREDITCARD,265,1537182330,1537184207
